,Unnamed: 0,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,마감일,상시 채용 여부,경력_min,경력_max,학력,학력 세부정보,제출서류,채용절차,채용형태_전처리,근무시간,근무장소 시,근무장소 구,근무형태,Hard Skill,Soft Skill,Tool,hard plus,soft plus,tool plus,산업군 전처리,설립,사원 수,기업 평균 연봉,기업 유형 전처리,기업 유형 전처리 _세부,매출액,Unnamed: 32,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크,sql,Python,r,R,tableau,powerbi,aws,kubernetes,kaflka,keras,nlp,pytorch,redash,streamlit,lookerstudio,devops,hadoop,bigquery,spark,hive,firebase,snowflake,databricks,airflow,GA
54,54,"원티드,잡코리아",데이터분석가,백패커,productdataanalyst,데이터분석가,2024.04.26,1,1,5,학력무관,nan,이력서,•서류전형-＞1차인터뷰(+라이브코딩)-＞2차인터뷰-＞처우협의-＞입사,정규직,"주5일(월~금)10:00~19:00
탄력근무제",서울,서초,999,"app/web서비스,고객데이터분석,qa,데이터가공,데이터시각화,sql활용능력상급","비즈니스논리,논리적사고,인사이트도출,균형잡힌사고","sql,bi,tableau,redash,superset,lookerstudio-googledatastudio","it,커머스,app/web서비스데이,데이터분석,데이터시각화,마케팅,개발,앱서비스","스타트업경험,마케팅경험,관련전공","tableau,powerbi",응용소프트웨어개발,2012,256,"3,925",중소기업,비상장,515.8억,nan,홈페이지지원,3.3,2.9,3.2,3.3,3.0,2.9,55,65,42,"지속성장중인기업,수평적인기업문화,퇴사율10%이하,건강검진

교육비

스타트업

안마의자

51~300명

설립10년이상

퇴사율5%이하

누적투자100억이상

it,컨텐츠",180,101,https://www.wanted.co.kr/wd/212908,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
55,55,"원티드,사람인",데이터분석가,유비케어,데이터분석경력,데이터분석가,상시채용,1,2,10,대졸(4년),nan,이력서,서류전형＞직무테스트/1차면접＞2차면접＞처우산정&채용검진＞최종합격,정규직,"-근무요일:월~금(09:00~18:00,선택적근로시간제운영)/주5일/일8시간근무",서울,영등포,999,"통계,모델링,머신러닝,분석컨텐츠,교차분석,차이검증,분산분석,상관분석,회귀분석",커뮤니케이션,"python,sql","데이터분석,관련자격증,데이터시각화",관련전공,datbricks,의료,1994,324,"5,338",중견기업,999,"1,540억",nan,"사람인지원,점핏에서지원",2.8,2.5,3.3,3.0,2.7,2.5,40,47,23,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,사내카페

건강검진

단체보험

연봉업계평균이상

인원급성장

301~1,000명

설립10년이상

퇴사율6~10%

it,컨텐츠",69,85,https://www.wanted.co.kr/wd/214216,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,원티드,데이터분석가,코인원(coinone),데이터분석가,데이터분석가,상시채용,1,5,10,999,nan,지원서는수행프로젝트중심으로기술해주시고본인기여도와프로젝트성과를명시하여주시기바랍니다.,서류전형＞전화인터뷰＞인성검사＞1day최종인터뷰＞처우협의＞입사,정규직,999,서울,영등포,999,"데이터분석,통계,머신러닝,모델링,제품데이터,시계열데이터,tabulardataset","문제정의,성과분석,프로젝트경험","sql,python,r","가상화폐,가상자산데이터분석,시장동향분석,거래패턴분석,인과추론,머신러닝,모델링","커뮤니케이션,문제해결능력,협업능력,인과추론,문제정의,문제해결능력,방향성",999,금융,2014,207,"5,882",스타트업,999,1735.1억,nan,999,3.4,3.3,3.7,3.5,3.0,2.6,50,51,31,"수평적인기업문화,다양한근무지원제도운영,자유로운휴가,사내카페

커피

음료

건강검진

단체보험

교육비

택시비

리프레시휴가

워크샵

금융",65,73,https://www.wanted.co.kr/wd/184502,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,"원티드,잡플래닛",데이터분석가,한국그린데이터,datascientist,데이터사이언티스트,2024.05.12,1,3,7,관련학사,"데이터사이언스,통계학,컴퓨터공학,물리학,수학",999,"서류전형
-1차인터뷰(실무진)
-2차인터뷰(대표이사)
-처우협의및최종합격",정규직,999,경기,성남,999,"데이터분석,머신러닝,딥러닝,모델링,통계,데이터처리,데이터베이스",데이터사이언스/통계학/컴퓨터공학/물리학/수학학위,"python,r,sql","데이터분석,모델링,클라우드환경,에너지플랫폼서비스,지뵤설정,ai모델,머신러닝,데이터파이프라인구축","협업능력,프로젝트관리경험,커뮤니케이션","aws,gcp",에너지,2020,11,"6,818",중소기업,999,"3억8,792만원",nan,999,3.5,4.3,4.8,3.8,3.8,3.8,75,75,50,"요즘뜨는산업,간식

건강검진

식비

인공지능

it,컨텐츠",4,6,"https://www.wanted.co.kr/wd/210157/https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1273395,https://www.jobplanet.co.kr/job/search?posting_ids%5b%5d=1273395",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,원티드,데이터분석가,야놀자tech(r&d),dataanalyst,데이터분석가,상시채용,1,2,7,999,nan,"야놀자는자유양식의지원서류(이력서,경력기술서)를받고있습니다.본인의강점을잘어필할수있는방식으로자유롭게작성하되,pdf형태로제출을권장합니다.
-포트폴리오,개인홈페이지,블로그,github링크등도함께제출해주시면더욱좋습니다.","서류전형1차(기술+직무인터뷰)2차(직무+컬쳐핏인터뷰)처우협의최종합격[1차기술+직무인터뷰]
-기술적인부분과,직무와관련된전문지식및경험에대한이야기를나누는자리입니다.
-화상으로진행되며업무연관성이높은야놀자구성원이참석하며약2시간가량진행됩니다.
-약30분-45분가량의sql문제가제공됩니다.

[2차직무+컬쳐핏인터뷰]
-직무와관련된역량과경험에대하여1시간가량심층적인이야기를나누게됩니다.
-이와더불어야놀자와지원자가서로의가치관과생각을확인하는질문도주고받습니다.

[처우협의]
-인터뷰전형합격이후,개별적으로보상에대한협의를진행합니다.
-처우산정에필요한증빙서류를요청드리며,제출완료후최대한빠른시일내에채용담당자가연락드립니다.

[최종합격]
-야놀자합류를축하드리며오퍼레터를발송합니다.
-오퍼레터에는최종제안드리는포지션과연봉,현금성복지등보상패키지,입사일을포함되어있습니다.

[참고사항]
-상황에따라과제또는추가인터뷰,평판조회전형이추가될수있습니다.",정규직,999,서울,강남,999,"코딩실력,소프트웨어엔지니어링,app/web서비스데이터,데이터엔지니어,데이터시각화,데이터가공,데이터분석","직무에대한자부심,문제정의,가설수립,새로운기술학습에대한열정,","sql,python,bi","통계분석,차원모델링,머신러닝",분석방법론,999,여행,2007,913,"9,337",스타트업,999,"3753억5,729만원",nan,홈페이지지원,2.8,2.9,2.9,2.9,2.6,2.3,35,45,36,"연봉업계평균이상,일한만큼받는보상,퇴사율10%이하,간식

교육비

상여금

인공지능

연봉상위1%

301~1,000명

설립10년이상

퇴사율5%이하

it,컨텐츠",478,191,https://www.wanted.co.kr/wd/210848,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,"원티드,잡코리아",데이터분석가,넥슨코리아,데이터분석가(게임플레이로그데이터분석),데이터분석가,상시채용,1,1,20,학력무관,nan,이력서,서류전형-과제전형-면접전형-최종합격,정규직,999,경기,성남,999,"데이터분석,게임데이터,통계","논리적사고,분석적사고,문제정의,논리적스토리텔링,커뮤니케이션,넥슨게임에대한관심","sql,python","데이터분석,머신러닝,딥러닝,빅데이터","경력,입상경험,프로젝트경험,관련전공","spark,zeppelin,airflow,tableau",게임,1994,"3,756","6,082",대기업,비상장,3조9000억,nan,홈페이지지원,3.8,3.7,3.6,3.8,3.3,2.9,76,59,38,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,보육시설

어학교육

사내식당

동호회

인공지능

연봉상위6~10%

인원급성장

1,001~10,000명

설립10년이상

퇴사율5%이하

셔틀버스

it,컨텐츠",476,641,https://www.wanted.co.kr/wd/210141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,원티드,데이터분석가,해긴,데이터기획및분석(bi),"데이터분석가,데이터기획",상시채용,1,5,10,[우대]관련학사,"통계,프로그래밍,전산,수학",999,999,정규직,999,서울,구로,999,"데이터분석,통계,데이터관련경험","문서화능력,커뮤니케이션,협업능력,경력4년","sql,python","통계,프로그래밍,데이터가공,데이터분석,게임,자료분석","관련전공,인사이트도출,의사결정에도움",999,게임,2017,178,"5,549",중소기업,999,332.7억,nan,999,3.1,3.0,3.0,2.7,3.0,2.9,52,61,45,"연봉업계평균이상,지속성장중인기업,일한만큼받는보상,사내카페

커피

음료

간식

건강검진

스톡옵션

조식제공

식비

안마의자

연봉상위11~20%

인원급성장

51~300명

설립4~9년

퇴사율5%이하

it,컨텐츠",48,59,https://www.wanted.co.kr/wd/212760,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,원티드,데이터분석가,핏펫(fitpet),productdataanalyst,데이터분석가,상시채용,1,2,10,999,nan,자유양식의이력서또는경력기술서(pdf형식권장),서류접수＞1차직무인터뷰＞2차컬처핏인터뷰＞처우협의＞최종합격,정규직,999,서울,강남,999,"데이터분석,데이터가공,빅데이터,app/web서비스데이터,사용자행동로그,데이터수집,데이터시각화,대시보드구축","커뮤니케이션,가설검증,문제정의,액션도출,인사이트도출,경력2년",sql,"데이터시각화,데이터베이스,플랫폼서비스,클라우드환경",999,"amplitude/mixpanel,ga/gtm,braze,redash,biqquery",애견,2017,108,"6,847",중소기업,999,"239억2,010만원",nan,999,3.5,3.7,3.5,3.4,3.4,3.0,62,66,59,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,음료

간식

건강검진

반려동물

안마의자

연봉상위6~10%

51~300명

설립4~9년

퇴사율5%이하

it,컨텐츠",51,43,https://www.wanted.co.kr/wd/212129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,원티드,데이터분석가,페니로이스,datascientistinfinancial,데이터사이언티스트,상시채용,1,2,10,대졸(4년),nan,999,999,정규직,999,서울,종로,999,통계,통계학/수학학위,없음,"금융,데이터분석,모델링,머신러닝,오픈소스,dmf활용데이터분석","관련전공,석사,박사,해외학위,영어,컨설팅프로젝트경험,금융권경력","sas,spss,ml,python,r",금융,2009,19,"5,852",중소기업,999,44.8억,nan,999,3.0,2.0,2.5,2.5,3.0,2.5,999,999,999,"연봉업계평균이상,퇴사율10%이하,건강검진

자기계발

교육비

연봉상위11~20%

50명이하

설립10년이상

퇴사율5%이하

전문,과학기술",14,12,https://www.wanted.co.kr/wd/213503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,원티드,데이터분석가,띵스파이어,머신러닝개발자-dl/ml기반데이터분석(신입),머신러닝개발자,상시채용,1,0,0,"[우대]관련석사,박사
",컴퓨터사이언스및빅데이터분석,999,999,정규직,999,서울,용산,999,"머신러닝,딥러닝,모델링,모델개발,과학계산용라이브러리","라이브러리활용,신입","python,tensorflow,keras,pytorch","제조,물류,통계,분석,통계적분석시계열분석,이상탐지,신호처리기반예측모델링,특성인자엔지니어링,데이터정규화,모델최적화,하이퍼파라미터튜닝,프로그래밍언어,심층신경망개발,앱개발,머신러닝,딥러닝,모델링","관련전공,석사,박사,ai기술경험,개발경험",java,에너지,2014,24,"5,376",중소기업,999,"29억5,605만원",nan,999,4.0,3.6,3.8,3.4,3.6,3.2,80,100,60,"연봉업계평균이상,퇴사율10%이하,요즘뜨는산업
,교육비

식비

인공지능

연봉상위11~20%

50명이하

설립10년이상

퇴사율5%이하

it,컨텐츠",5,2,https://www.wanted.co.kr/wd/207288,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,원티드,데이터분석가,인터파크트리플,데이터분석가,데이터분석가,상시채용,1,3,5,999,nan,999,서류전형＞과제테스트＞1차면접＞2차면접＞처우협의＞입사,정규직,999,서울,서초,999,"데이터분석,로그데이터,데이터마트,데이터시각화","협업능력,커뮤니케이션,리포트작성능력,경력3년","sql,tableau,powerbi,redash","엔터,공연,전시,플랫폼데이터,빅데이터,데이터추출,데이터분석","문제정의,문제해결능력,결과해석,인사이트도출,분석프로세스경험,커뮤니케이션,협업능력","ga4,firebase,hive,presto,spark,r,python",엔터테인먼트,2022,1000,"5,397",대기업,999,"3,466.5억",nan,999,2.7,2.5,3.0,2.6,2.7,2.2,31,33,12,"일한만큼받는보상,다양한근무지원제도운영,사내카페

간식

건강검진

의료비

원격근무

상여금

동호회

복지포인트

it,컨텐츠",239,163,https://www.wanted.co.kr/wd/207717,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,65,원티드,데이터분석가,에이비일팔공(ab180),datascientist,데이터사이언티스트,상시채용,1,0,5,관련학사,"통계,머신러닝,딥러닝",자유양식의이력서와개인github링크,"1.서류전형
•자유양식의이력서와개인github링크를제출해주세요.

2.전화인터뷰
•기본적인자격요건과제출서류관련내용을확인하기위해전화인터뷰를약30분간진행합니다.

3.1차인터뷰
•직무스킬및역량을확인하기위해팀리드와구술인터뷰를진행합니다.

4.2차인터뷰
•회사업무및문화적합도를확인하기위해관련부문장과구술인터뷰를진행합니다.

5.입사협의
•입사조건을협의하고입사를확정합니다.",정규직,999,서울,서초,999,"통계,머신러닝,딥러닝,app/web서비스데이터,사용자행동로그,모델링,데이터추출,데이터가공,프레임워크","논리적사고,분석적사고,영어논문활용한지식습득,문제정의,가설수립,인사이트도출","python,r,tensorflow,pytorch,scikit-learn,sql","광고,커머스,추천알고리즘,빅데이터,app/web서비스데이터,플랫폼데이터,데이터웨어하우스,대용량데이터분산처리","영어로소통,커뮤니케이션","hadoop,spark,snowflake,databricks",마케팅,2015,134,"5,863",스타트업,999,"272억2,240만원",nan,999,4.2,3.5,3.6,4.3,4.1,3.9,83,91,74,"연봉업계평균이상,지속성장중인기업,수평적인기업문화,스타트업

식비

macbook

리프레시휴가

연봉상위11~20%

인원급성장

51~300명

설립4~9년

퇴사율6~10%

it,컨텐츠",35,43,https://www.wanted.co.kr/wd/197959,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,원티드,데이터분석가,태그바이컴퍼니(tagby),datascientist,데이터사이언티스트,상시채용,1,1,10,999,nan,999,"서류전형＞1차면접(커피챗)＞2차면접(실무)＞최종면접＞처우협의＞입사상기채용프로세스는상황에따라일부추가/생략될수있습니다.
•2차면접은팀리드매니저와1:1로실무역량과마인드에대하여약1시간가량진행됩니다.
•최종면접은ceo와1:1로태그바이dna를검증하는단계입니다.약1시간가량진행됩니다.
•최종합격후1~3개월간의수습기간이있을수있습니다.",정규직,999,서울,강남,999,"데이터분석,통계,수학,머신러닝,엔지니어링,데이터베이스,sql중급실력,데이터가공,모델링,클라우드환경","논리적사고,분석적사고커뮤니케이션,인사이트도출,경력1년","python,sql","saas,sns,마케팅,커머스,딥러닝,프레임워크,백엔드,데이터파이프라인구축,추천알고리즘,자동화,데이터베이스,대용량데이터분산처리,클라우드환경,지표설계,소프트웨어운영,ai","개발프로젝트경험,인사이트도출,지표향상경험","tensorflow,keras,pytorch,aws,docker,kubernetes,computervision,nlp,devops,mlops",마케팅,2016,49,"4,010",스타트업,999,"154억1,022만원",nan,999,4.1,3.2,4.2,4.1,3.8,3.9,65,82,74,"커피

와인

건강검진

도서구매비

it,컨텐츠",14,30,https://www.wanted.co.kr/wd/209822,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,원티드,데이터분석가,앰버로드,datascientist,데이터사이언티스트,상시채용,1,2,5,[우대]관련석사,nan,999,"①서류전형
②데이터분석과제+실무진면접
③최종면접
④처우협의및최종합격",정규직,999,서울,강남,999,"데이터분석,데이터전처리,모델링,데이터가공,데이터시각화,제조업데이터","논리적사고,분석적사고,문제해결능력,커뮤니케이션,인사이트도출,인내와끈기,영어논문이해","python,pandas,matplotlib","데이터전처리,데이터가공,데이터분석","논문및특허,관련수상경험,관련전공,석사,프로젝트경험,인사이트도출",999,제조,2023,9,"3,165",스타트업,999,999,nan,999,999.0,999.0,999.0,999.0,999.0,999.0,999,999,999,"지속성장중인기업,수평적인기업문화,요즘뜨는산업,커피

스타트업

인공지능

인원급성장

50명이하

설립3년이하

it,컨텐츠",0,9,https://www.wanted.co.kr/wd/191938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,68,원티드,데이터분석가,넥슨코리아,분석지원팀데이터엔지니어,데이터엔지니어,상시채용,1,1,20,999,nan,999,999,정규직,999,경기,성남,999,"데이터가공,빅데이터,etl,클라우드환경,프로그래밍언어,데이터처리,db성능관리,모니터링",없음,"sql,spark,airflow,jupyter,snowflake,aws,gcp,azure,databricks,python,scala","게임,dw/dm개발","게임플레이경험,게임트렌드에대한지식",999,게임,2005,"3,756","6,082",대기업,999,1.9조원,nan,999,3.8,3.7,3.6,3.8,3.3,2.9,76,59,38,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,보육시설

어학교육

사내식당

동호회

인공지능

연봉상위6~10%

인원급성장

1,001~10,000명

설립10년이상

퇴사율5%이하

셔틀버스

it,컨텐츠",476,641,https://www.wanted.co.kr/wd/186195,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
69,69,원티드,데이터분석가,여기어때컴퍼니,datascientist,데이터사이언티스트,상시채용,1,3,7,999,nan,999,999,정규직,999,서울,강남,999,"데이터분석,통계,추천모델링,예측모델링,funnel분석,retention,코호트분석,프로덕트데이터,데이터시각화,머신러닝,딥러닝,지표설정,빅데이터,비즈니스분석","비즈니스이해,분석방법론,유연성,추진력,신뢰성,긍정적인태도,문제정의,가설수립,인사이트도출,경력3년",없음,"데이터시각화,머신러닝,딥러닝,모델링,빅데이터,대용량데이터분석,app/web서비스데이터,사용자행동로그,프레임워크","프로젝트경험,관련수상경험,문제해결능력","sql,python,r,tableau,tensorflow,pytorch",여행,2015,572,"5,580",스타트업,999,2049.1억,nan,999,3.0,3.1,3.3,3.2,2.7,2.5,46,52,34,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,사내카페

음료

과일

건강검진

사내식당

동호회

리프레시휴가

연봉상위11~20%

인원성장

301~1,000명

설립4~9년

퇴사율5%이하

누적투자100억이상

it,컨텐츠",118,124,https://www.wanted.co.kr/wd/208247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,"원티드,워크넷",데이터분석가,에이블리코퍼레이션,데이터분석가(businessdataanalyst),데이터분석가,상시채용,1,3,15,학력무관,nan,"이력서,자기소개서,포트폴리오,경력기술서","채용절차:서류전형-사전과제-직무인터뷰&문화적합성인터뷰-최종인터뷰-최종합격
•연봉정보는서류상기재하지말아주세요.추후별도로요청드릴예정입니다.",정규직,999,서울,서초,999,"데이터분석,데이터추출,데이터가공","논리적사고,커뮤니케이션,문제정의,인사이트도출,문제해결능력,호기심,자기주도적,에이블리조직문화이해,동반성장",sql,"이커머스,퍼포먼스마케팅,crm,데이터분석,온라인,패션,통계","재무/회계지식,마케팅관련분석경험,온라인/패션/커머스트렌드에대한관심과이해",999,패션,2015,329,"5,175",중소기업,999,1785억,nan,홈페이지지원,3.1,3.3,2.2,3.1,2.7,2.8,42,62,47,"연봉업계평균이상,일한만큼받는보상,퇴사율10%이하,커피

과일

간식

건강검진

택시비

유연근무

스톡옵션

인공지능

연봉업계평균이상

51~300명

설립4~9년

퇴사율5%이하

it,컨텐츠",122,101,https://www.wanted.co.kr/wd/208291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,71,원티드,데이터분석가,클로버추얼패션(clovirtualfashion),dataanalyst,데이터분석가,상시채용,1,3,10,999,nan,"경력사항이잘기술된이력서(경력기술서)1부-필수
•포트폴리오,본인이참여한프로젝트내용이정리된레퍼런스-선택","[서류검토]-＞[1차인터뷰]-＞[2차인터뷰(+referencecheck)]-＞[처우협의]-＞[최종합격]
*1차인터뷰에서는sqltest가라이브로진행됩니다.
*1차인터뷰의소요시간은약1시간~1시간30분이며,영어인터뷰가포함되어있습니다.",정규직,999,서울,강남,999,"데이터분석,비즈니스분석,비즈니스데이터,데이터추출,app/web서비스데이터,funnel분석,코호트분석,retention,aarrr,ltv,데이터시각화,통계","논리적사고,문제해결,통찰력,인사이트도출,액션도출,문제정의,영어로소통,커뮤니케이션,경력3년","sql,tableau,googledatastudio,bi","구독형태비즈니스,디지털마케팅,사용자행동로그,데이터수집,가공","구독형태비즈니스이해,디지털마케팅이해,프로젝트경험,agile한조직경험",999,패션,2009,187,"6,579",스타트업,999,173.2억,nan,999,3.1,3.0,4.2,3.3,3.0,2.9,63,59,59,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,커피

샐러드

과일

간식

건강검진

자기계발

유연근무

복지포인트

연봉상위6~10%

인원급성장

51~300명

설립10년이상

퇴사율6~10%

사택

it,컨텐츠",13,26,https://www.wanted.co.kr/wd/210507,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,72,원티드,데이터분석가,셀키,aidatascientist,"데이터사이언티스트,ai",상시채용,1,3,10,[우대]관련학사,"컴퓨터공학,통계학,생명정보학",999,999,정규직,999,서울,서초,999,"ai모델,ml모델,머신러닝,모델개발,모델링","논리적사고,분석적사고,컴퓨터공학/통계학/생명정보학학위,경력3년",python,"유전체,단백체,머신러닝,딥러닝,모델링,llm,ai,클라우드환경,모델개발,프레임워크",모델개발경험,"aws,tensorflow,keras,pytorch",의료,2020,10,4901,중소기업,999,"3억5,136만원",nan,999,999.0,999.0,999.0,999.0,999.0,999.0,999,999,999,"퇴사율10%이하,요즘뜨는산업,커피

복지포인트

macbook

노트북

인공지능

iot

안마의자

설립4~9년

퇴사율5%이하

전문,과학기술",999,999,https://www.wanted.co.kr/wd/210403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,원티드,데이터분석가,그립컴퍼니,데이터분석,데이터분석가,상시채용,1,4,15,관련학사,nan,999,"서류전형＞현장과제&1차면접(직무)＞2차면접(문화적합성)＞최종합격

[참고사항]
*1차면접당일에현장에서과제가진행됩니다.과제후바로면접을진행하니참고부탁드립니다.
*직무및직책에따라레퍼런스조회가진행될수있습니다.",정규직,999,경기,성남,999,"데이터분석,a/b테스트,통계분석,데이터베이스,통계,데이터웨어하우스","논리적사고,문제정의,결과해석,인사이트도출,협업능력,커뮤니케이션","sql,python,r","라이브커머스,관련자격증,빅데이터,대용량데이터분산처리",대용량데이터처리경험,"clickhouse,bigdata,dw,pyspark",이커머스,2018,173,"5,391",중소기업,999,"131억4,117만원",nan,999,3.8,3.5,3.7,4.2,3.5,3.7,56,79,53,"연봉업계평균이상,지속성장중인기업,일한만큼받는보상,건강검진

자기계발

유연근무

스타트업

상여금

사내식당

식비

통신비

연봉상위11~20%

인원급성장

51~300명

설립4~9년

퇴사율6~10%

it,컨텐츠",66,74,https://www.wanted.co.kr/wd/182310,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,74,원티드,데이터분석가,이팝소프트(말해보카),dataanalyst(marketing),데이터분석가,상시채용,1,1,5,관련학사,"통계,수학,산업공학,데이터사이언스",999,"서류전형＞코딩테스트(sql,영문문제)＞1차면접＞2차면접＞처우&입사일협의＞최종합격",정규직,999,서울,강남,999,"데이터분석,광고매체데이터,googleads,meta,applesearchads,mmp(appsflyer),crmtool(braze),통계,마케팅데이터분석,데이터가공,데이터시각화","논리적사고,분석적사고,커뮤니케이션,통계학/수학/산업공학/데이터과학학위경력1~5년","mysql,mongodb,airflow,tableau,awsathena,s3","대용량데이터분석,대시보드구축,지표설정,b2c모바일서비스,교육서비스","관련전공,석사,스타트업경험,협업능력,커뮤니케이션",999,교육,2019,50,"4,887",중소기업,999,"48억6,118만원",nan,999,4.7,4.3,4.7,4.3,4.0,4.3,100,100,100,"연봉업계평균이상,지속성장중인기업,수평적인기업문화,커피

간식

건강검진

자기계발

스타트업

노트북

인공지능

연봉업계평균이상

인원급성장

50명이하

설립4~9년

it,컨텐츠",11,22,https://www.wanted.co.kr/wd/196196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,75,원티드,데이터분석가,고위드,dataanalyst,데이터분석가,상시채용,1,0,10,999,nan,999,"서류전형＞직무면접(sql테스트)＞팀워크면접＞컬쳐면접＞처우협상및최종합격,본절차는구글링이가능한오픈테스트입니다.
2.실무면접1시간중최초40분가량대면코딩테스트가진행됩니다.테스트는공용모니터에pc화면을띄워놓은상태로진행됩니다.
3.당사에서지급해드리는테스트용pc의웹콘솔상에서2개의sql문제를푸시게되며,테스트에사용되는언어는bigquery입니다.
4.문제풀이시간이초과되는순간테스트는종료되며,남은시간동안실무진들과직전문제풀이에대해리뷰하는시간을갖게됩니다.",정규직,"주5일,휴게시간포함9시간,자율출근(오전8~10시사이)",서울,강남,999,sql중급실력,없음,"sql,bigquery","광고트래킹솔루션,분류,군집화,패턴분석,모델링,머신러닝,데이터마트구축,핀테크","스타트업경험,핀테크분석경험",googleanalytics,금융,2015,34,"4,772",스타트업,999,68억387만원,nan,999,2.8,2.9,2.9,2.5,3.3,2.4,46,52,48,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,",58,24,https://www.wanted.co.kr/wd/167105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76,76,원티드,데이터분석가,우아한청년들,딜리버리데이터분석가(businessanalyst),데이터분석가,상시채용,1,3,8,999,nan,999,"채용프로세스상서류전형이후부터는우아한청년들채용시스템을통해서면접전형이진행됩니다.
-서류전형합격시우아한청년들인재영입사이트지원서등록절차가진행됨을사전에안내드립니다.",정규직,999,서울,송파,999,"데이터분석,데이터추출,excel데이터분석","논리적사고,분석적사고,주도적,결과해석,문제해결능력인사이트도출,경력3년","sql,excel","데이터시각화,it플랫폼,유통,물류,커머스,데이터분석","관련전공,비즈니스이해,커머스이해,경력2년","tableau,redash",배달,2015,1525,"2,914",중소기업,999,"1조1,296억7,493만원",nan,999,3.3,2.8,3.4,2.8,2.8,2.8,45,58,39,"지속성장중인기업,다양한근무지원제도운영,재택근무",2152,2280,https://www.wanted.co.kr/wd/178985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
