,Unnamed: 0,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,마감일,상시 채용 여부,경력_min,경력_max,학력,학력 세부정보,제출서류,채용절차,채용형태_전처리,근무시간,근무장소 시,근무장소 구,근무형태,Hard Skill,Soft Skill,Tool,hard plus,soft plus,tool plus,산업군 전처리,설립,사원 수,기업 평균 연봉,기업 유형 전처리,기업 유형 전처리 _세부,매출액,Unnamed: 32,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크,sql,Python,r,R,tableau,powerbi,aws,kubernetes,kaflka,keras,nlp,pytorch,redash,streamlit,lookerstudio,devops,hadoop,bigquery,spark,hive,firebase,snowflake,databricks,airflow,GA
0,0,원티드,데이터분석가,제네시스랩,datascientist,데이터사이언티스트,상시채용,1,3,15,999,nan,자유이력서(형식무관),•서류전형▷ai영상면접(뷰인터hr)▷과제(필요시)▷인터뷰▷평판조회/처우협의▷입사,정규직,999,서울,중,999,"통계분석,데이터마이닝,머신러닝,딥러닝,영상데이터,음성데이터,텍스트데이터,데이터보안,데이터전처리",분석적사고,python,"딥러닝,딥러닝추론결과분석경험,모델성능향상,ai,데이터수집,데이터수집설계,코드품질개선",ai관심,999,제조,2017,70,"5,663",스타트업,999,20억원,nan,999,3.6,3.3,4.1,3.6,3.2,3.5,72,73,62,"연봉업계평균이상,지속성장중인기업,일한만큼받는보상,건강검진

도서구매비

교육비

재택근무

상여금

인공지능

연봉상위11~20%

인원급성장

51~300명

설립4~9년

퇴사율6~10%

전문,과학기술",22,26,https://www.wanted.co.kr/wd/106376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,원티드,데이터분석가,에어프레미아랩스,dataanalyst,데이터분석가,2024.4.14,0,5,6,999,nan,999,999,정규직,999,서울,영등포,999,"데이터전처리,데이터분석업무경험","경력5년,데이터에기반한커뮤니케이션,논리적사고,질문","sql,python","a/b테스트,bitool,데이터시각화,대시보드구축,데이터마트,데이터마트설계,airflow,딥러닝,데이터파이프라인구축,데이터품질향상","새로운도메인,학구심,도메인지식,비즈니스임팩트,인사이트도출,액션도출,조직적/기술적개선",999,항공,2017,343,"5,852",중소기업,999,999,nan,999,999.0,999.0,999.0,999.0,999.0,999.0,999,999,999,"수평적인기업문화
,스타트업

it,컨텐츠",1,25,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,"원티드,잡코리아",데이터분석가,매드업,[광고사업부]데이터분석가,데이터분석가,2024.5.1,0,3,7,대졸(4년),nan,"이력서,포트폴리오",서류전형＞1차인터뷰＞2차인터뷰＞처우협의및채용확정,정규직,"주5일(월~금)09:00~18:00
탄력근무제",서울,서초,999,"머신러닝,딥러닝,프레임워크,협업개발툴,데이터분석기법,가설검정,회귀,인과관계,상관관계분석,생성형ai,프롬프트엔지니어링","협업,분석및문제해결능력,새로운기술,창의적사고,커뮤니케이션,통찰력,경력3년","tensorflow,kersas,pytorch,chatgpt,stablediffusion,midjourney,gemini,git","mobilemeasurementplatforms,데이터베이스,데이터시각화,ai개발,crm데이터베이스","컴퓨터과학학위,ai학위,개발프로젝트","googleanalytics,adobeanalytics,sql,tableau,powerbi,lookerstudio",마케팅,2015,264,"4,562",벤처기업,비상장,337억,nan,홈페이지지원,3.3,3.4,2.2,3.4,3.6,3.0,55,64,50,"연봉업계평균이상,지속성장중인기업,수평적인기업문화,커피

음료

간식

건강검진

스터디지원

재택근무

스타트업

복지포인트

연봉업계평균이상

51~300명

설립4~9년

퇴사율5%이하

누적투자100억이상

it,컨텐츠",131,113,https://www.wanted.co.kr/wd/213293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,원티드,데이터분석가,이글루코퍼레이션,데이터분석엔진개발,데이터분석엔진개발,2024.4.30,0,6,10,대졸(4년),nan,999,999,정규직,999,서울,송파,999,"데이터웨어하우스설계,인프라구축,데이터엔지니어링경험",경력6년,java,999,999,"kubernetes,kafka,in-memory,rdb,nosql,etl,cep",정보보안,1999,"1,064","4,750",중견기업,999,1030억,nan,999,2.7,2.2,2.8,2.5,2.7,2.1,28,28,8,",단체보험

유연근무

동호회

통신비

연봉업계평균이상

인원급성장

1,001~10,000명

설립10년이상

퇴사율6~10%

it,컨텐츠",250,312,https://www.wanted.co.kr/wd/205486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,"원티드,사람인",데이터분석가,빗썸코리아,데이터분석개발자,데이터분석개발자,상시채용,1,4,12,대졸(4년),nan,이력서,•서류전형＞1차기술인터뷰＞2차임원인터뷰＞최종합격,정규직,주5일(월~금),서울,강남,999,"대형플랫폼데이터,데이터구조,대용량트래픽시스템,데이터설계,구축,서비스관리","개발조직협업,금융산업경력",없음,"데이터파이프라인구축,웹크롤링,restfulapi","관련전공,고객중심사고,데이터기반의사결정,협업능력,커뮤니케이션",999,금융,2014,395,"9,928",중소기업,999,1조원,nan,점핏에서지원,3.2,4.0,2.8,2.7,3.2,2.5,51,43,40,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,어린이집

음료

샐러드

간식

건강검진

동호회

복지포인트

연봉상위1%

인원급성장

301~1,000명

설립10년이상

퇴사율6~10%

it,컨텐츠",85,105,https://www.wanted.co.kr/wd/214874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,"원티드,사람인",데이터분석가,스펙터,데이터분석가(사이언티스트),"데이터분석가,데이터사이언티스트",2024.4.30,0,2,15,"대졸(2,3년)",nan,이력서,서류전형＞스펙터평판요청＞1차직무인터뷰＞2차컬쳐핏인터뷰＞처우및입사일협의＞입사완료,정규직,주5일(월~금)10:00~19:00,서울,강남,999,"데이터사이언스,컴퓨터공학,통계학,수학,데이터베이스,머신러닝,딥러닝,생성형ai,데이터시각화","문제해결능력,비즈니스에대한깊은이해","python,r,sql,tableau,powerbi","aws,클라우드환경,데이터처리,데이터분석,자동화,데이터파이프라인구축,통계모델링,머신러닝,딥러닝,hr테크","실험설계,인과추론,인사이트도출,학구심,적용능력,관련전공","aws,airflow,luigi",채용,2020,25,"5,546",중소기업,999,999,nan,홈페이지지원,3.1,3.3,2.2,2.8,3.2,2.7,52,48,52,"연봉업계평균이상,지속성장중인기업,수평적인기업문화,간식

교육비

택시비

스타트업

노트북

리프레시휴가

연봉상위11~20%

인원급성장

50명이하

설립4~9년

it,컨텐츠",12,22,https://www.wanted.co.kr/wd/215042,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,"원티드,잡코리아",데이터분석가,"브레이브모바일(숨고,soomgo)",productdataanalyst,데이터분석가,2024.05.05,1,4,10,학력무관,nan,"•제출서류:경력중심의이력서(필수),자기소개서,포트폴리오(선택)",•채용과정:서류전형＞과제전형＞1차인터뷰＞2차인터뷰＞처우협의＞최종합격,정규직,주5일(월~금)09:00~18:00,서울,강남,999,"인하우스데이터분석,sql,bi툴,a/b테스트,로그데이터분석","agile조직경험,제품분석경험,팀원들과의커뮤니케이션능력","sql,tableau,redash","데이터분석,behaviordata,사용자행동로그","분석방법론,스타트업근무경험,가이드라인제시,이론적지식,관련전공","python,r,amplitude",응용소프트웨어개발,2014,124,"5,005",중소기업,비상장,151.8억원,nan,즉시지원,3.6,3.3,3.7,3.7,3.3,2.9,60,60,45,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하
,커피

음료

간식

건강검진

교육비

노트북

연봉업계평균이상

51~300명

설립10년이상

퇴사율5%이하

누적투자100억이상

it,컨텐츠",52,57,https://www.wanted.co.kr/wd/200350,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,7,원티드/링크드인,데이터분석가,에니아이(aniai),datascientist,데이터사이언티스트,상시채용,1,3,15,999,nan,"새로운유형의데이터에대해데이터분석한경험이있다면알려주세요.pre-processing을한과정및모델선정과정,모델성능평가)
transient데이터에대해분석해본경험이있다면알려주세요.특히digitalsignalprocessing경험에대해자세히알려주세요.","이력서,포트폴리오
새로운유형의데이터에대해데이터분석한경험이있다면알려주세요.
pre-processing을한과정및모델선정과정,모델성능평가)
transient데이터에대해분석해본경험이있다면알려주세요.
특히digitalsignalprocessing경험에대해자세히알려주세요.",정규직,풀타임,서울,성동,999,"데이터분석,데이터전처리,딥러닝,딥러닝모델설계,통계분석,데이터분석툴","경력3년,기술적프레젠테이션,의사소통","python,matlab","데이터분석,통계분석,연구,데이터베이스,머신러닝,딥러닝,디지털신호처리,주파수,디지털필터,데이터시각화","이론적지식,관련전공,박사","svm,lda,tableau",응용소프트웨어개발,2020,31,"4,550",중소기업,999,999,nan,링크드인지원,999.0,999.0,999.0,999.0,999.0,999.0,999,999,999,"요즘뜨는산업,인공지능

iot

전문,과학기술",10,24,https://www.wanted.co.kr/wd/191674/https://www.linkedin.com/jobs/search/?currentjobid=3893827474&geoid=105149562&keywords=data%20scientist&location=%eb%8c%80%ed%95%9c%eb%af%bc%ea%b5%ad&origin=job_search_page_search_button&refresh=true,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,원티드,데이터분석가,아우름플래닛(liner),프로덕트데이터분석가,데이터분석가,2024.6.30,0,3,10,999,nan,999,999,정규직,999,서울,마포,999,"데이터전처리,데이터분석,모델링,통계학,실험인사이트","경력3년,협업,데이터스토리텔링","sql,python,r","데이터마트,데이터마트구축,데이터파이프라인구축,데이터분석,머신러닝,딥러닝,모델링,개인화ai","ai에이전트관심,호기심,건강한프로덕트가치관,데이터조직확장,분석강점,노하우",999,응용소프트웨어개발,2013,33,"5,146",스타트업,999,"3억5,198만원",nan,999,999.0,999.0,999.0,999.0,999.0,999.0,999,999,999,"연봉업계평균이상,지속성장중인기업,수평적인기업문화,간식

스타트업

인공지능

연봉상위11~20%

인원급성장

50명이하

설립10년이상

it,컨텐츠",9,16,https://www.wanted.co.kr/wd/85810,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,"원티드,잡코리아",데이터분석가,넥슨코리아,데이터분석가(fps게임이상탐지),데이터분석가,상시채용,1,1,20,학력무관,nan,이력서,서류전형-과제전형-면접전형-최종합격,정규직,주5일제,경기,성남,999,"이상탐지,ml,ai,통계,수학,컴퓨터과학분야학위,데이터사이언스","팀워크,커리어개발관심",없음,"시계열데이터,다변량시계열데이터분류,분류모델,이상탐지,ml/dl알고리즘이해,알고리즘최적화","이상탐지프로젝트참여경험,알고리즘최적화,문제해결능력",999,응용소프트웨어개발,1994,"3,756","6,082",대기업,비상장,3조9000억,nan,홈페이지지원,3.8,3.7,3.6,3.8,3.3,2.9,76,59,38,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,보육시설\

어학교육

사내식당

동호회

인공지능

연봉상위6~10%

인원급성장

1,001~10,000명

설립10년이상

퇴사율5%이하

셔틀버스

it,컨텐츠",476,641,https://www.wanted.co.kr/wd/215111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,원티드,데이터분석가,콘센트릭스서비스코리아catalyst,data분석컨설턴트,데이터분석가,상시채용,1,3,7,999,nan,999,999,정규직,999,서울,강남,999,"프로젝트관리,데이터분석,데이터시각화,보고서작성,eda","커뮤니케이션,문제해결능력,데이터문해력","msoffice,sql","데이터분석,통계,고급통계적분석기법,데이터추출","프로젝트경험,영어로소통",sql,컨설팅,2014,1372,"3,962",중소기업,999,"1,266억9,932만원",nan,999,2.5,2.3,2.8,2.6,2.6,2.1,24,32,18,"수평적인기업문화,퇴사율10%이하,다양한근무지원제도운영,건강검진

단체보험

교육비

택시비

1,001~10,000명

설립10년이상

퇴사율5%이하

주차

it,컨텐츠",1068,1118,https://www.wanted.co.kr/wd/187104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,원티드,데이터분석가,버즈빌,dataanalyst,데이터분석가,상시채용,1,4,10,999,nan,"•사전과제:sql테스트
•1차인터뷰(job-fit):실무진인터뷰
•레퍼런스체크
•2차종합인터뷰:ceo인터뷰
•처우협의
•오퍼레터전달(모든전형은영업일1주일이내로합격/불합격전달드립니다.)","•서류전형:경력기술중심의이력서,본인이진행했던프로젝트에대한문제해결과정이잘나타나있는포트폴리오(선택)",정규직,999,서울,송파,999,"aarrr,funnel분석,carryingcapacity,코호트분석,프레임워크,데이터분석,sql고급능력,제품분석,서비스분석","논리적사고,분석적사고,문제정의,인사이트도출,액션도출,경력2년","sql,python,r","데이터마이닝,통계적분석,대용량데이터분산처리,데이터베이스,제품-유저인터랙션개선,기술고도화,빅데이터","회사목표에관심,b2b2c사업경험,모바일광고도메인경험,문제정의,문제해결능력,스타트업경험,해외컨퍼런스/아티클적용",999,마케팅,2013,108,"6,969",스타트업,999,"690억9,875만원",nan,999,4.0,3.6,3.8,4.2,3.7,4.0,73,89,44,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,음료

간식

건강검진

자기계발

교육비

동호회

수면실

휴게실

리프레시휴가

연봉상위6~10%

51~300명

설립10년이상

퇴사율5%이하

누적투자100억이상

it,컨텐츠",29,24,https://www.wanted.co.kr/wd/202826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,원티드,데이터분석가,바비톡,dataanalyst,데이터분석가,상시채용,1,7,11,999,nan,999,•서류전형＞1차인터뷰＞2차인터뷰＞처우협의＞입사,정규직,999,서울,강남,999,"빅데이터핸들링역량,데이터분석,코호트분석,a/b테스트,funnel분석,retention,로그데이터,","협의능력,실행능력,모바일서비스데이터분석방법에대한이해","sql,amazonathena,trino,googlebigquery,amazonredshift,snowflake,amplitude,googleanalytics,firebase","데이터시각화,데이터분석,데이터적재,빅데이터,데이터가공","agile조직경험,스타트업경험,이해력","tableau,amazonquicksight,python,r,spark",의료,2014,77,6302,중소기업,999,"223억5,455만원",nan,999,3.5,3.7,3.5,3.5,3.0,2.7,57,62,38,"퇴사율10%이하,재택근무,음료

과일

간식

건강검진

자기계발

재택근무

식비

51~300명

설립10년이상

퇴사율5%이하

it,컨텐츠",999,999,https://www.wanted.co.kr/wd/197955,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
13,13,원티드,데이터분석가,식스티헤르츠,datascientist,데이터사이언티스트,2024.4.25,0,3,8,"관련석사,박사",nan,"이력서,본인이수행한분석프로젝트혹은연구주제에대해기술한문서(문제와해결방법을중심으로자유롭게작성)",999,정규직,999,서울,성동,999,"데이터분석,시계열데이터,이미지데이터,몬테카를로시뮬레이션,milp,통계,머신러닝,수학","석사학위,박사학위,프로젝트관리및설명능력","python,numpy,pandas,scikit-learn,tensorflow","분산차원,가상발전소(vvp)재생에너지,전력시스템,기상/기후/환경,모델링,수치예측모델시뮬레이션,머신러닝,데이터수집,자동화,소스버전관리,딥러닝","고객중심사고,관련전공,노하우,논문적용,문제해결능력","wrf,vcs,virtualenv",에너지,2021,9,4487,중소기업,999,17억,nan,999,4.1,4.0,3.2,3.8,3.7,3.8,89,89,89,"수평적인기업문화,퇴사율10%이하,간식

스타트업

설립3년이하

퇴사율5%이하

it,컨텐츠",999,999,https://www.wanted.co.kr/wd/212373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,원티드,데이터분석가,닥터나우,데이터분석가,데이터분석가,상시채용,1,2,7,999,nan,구비서류:자유양식의이력서또는경력기술(pdf형식),채용절차:서류심사＞기술인터뷰＞핏인터뷰＞최종합격＞처우협의＞입사,정규직,999,서울,강남,999,"데이터추출,데이터가공,데이터분석,마케팅,비즈니스데이터,제품데이터,","가설검증,문제정의,논리적사고,분석적사고,커뮤니케이션,책임감,경력2년","sql,python","앱개발,클라우드환경,대용량데이터분석,빅데이터,로그데이터,데이터가공,데이터분석,모델링,hadoop","분석프로세스경험,프로젝트경험,플랫폼비즈니스이해,고객중심사고,유저/공급자행동에대한관심",hadoop,의료,2019,57,6303,중소기업,999,5914만원,nan,999,2.5,3.0,2.2,2.6,2.9,2.2,19,29,19,"퇴사율10%이하,병역대체가능
,건강검진

산업기능요원

설립4~9년

퇴사율5%이하

it,컨텐츠",999,999,https://www.wanted.co.kr/wd/203918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,원티드,데이터분석가,연합시스템,"빅데이터분석,ai(머신러닝,딥러닝)","데이터분석가,ai,ml,dl",상시채용,1,1,15,학력무관,nan,999,999,정규직,999,경기,김포,999,"데이터분석,데이터추출,데이터시각화","논리적사고,분석적사고,문제정의","sql,python,tableau,bi,엑셀,matplotlib","클라우드환경,머신러닝,딥러닝,시계열데이터,모델링,모델개발","관련전공,석사,박사,사내어린이집이용가능","matlab,gcp,aws",응용소프트웨어개발,1997,41,"4,335",중소기업,999,"44억3,931만원",nan,999,2.3,1.9,3.2,2.2,2.4,1.8,23,24,19,"지속성장중인기업,수평적인기업문화,다양한근무지원제도운영,어린이집

커피

음료

간식

석식제공

기숙사

인원급성장

50명이하

설립10년이상

육아휴직

주차

it,컨텐츠",17,20,https://www.wanted.co.kr/wd/202936,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,원티드,데이터분석가,딥인사이트,datascientist,데이터사이언티스트,상시채용,1,0,0,관련학사,nan,이력서및포트폴리오제출부탁드립니다.(현재연봉정보및희망연봉정보필수기입부탁드립니다.),999,정규직,999,경기,성남,999,"이공계연구경험,통계,데이터고도화,dl,dl모델성능향상","인공지능에대한깊은이해,관련분야학위,논문it관련지식,sw테스트업무에대한관심","sql,python,pytorch","mlops경험,프로그래밍언어,개발","협업툴경험,협업능력,문제정의,문제해결능력,영어,관련전공,석사,경력3년","jira,confluence,msteams,mlops,c/c++",응용소프트웨어개발,2020,31,"5,882",중소기업,999,8.2억원,nan,999,3.0,3.0,3.7,3.7,2.7,3.3,67,67,67,"연봉업계평균이상,지속성장중인기업,수평적인기업문화,건강검진

인공지능

연봉상위11~20%

인원급성장

50명이하

설립4~9년

자율복장

it,컨텐츠",10,19,https://www.wanted.co.kr/wd/214061,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,"원티드,잡코리아",데이터분석가,발란(balaan),그로스데이터분석가,데이터분석가,2024.05.11,1,3,7,학력무관,nan,"이력서,포트폴리오
(포트폴리오필수항목)
-기간
-내용
-해결해야하는문제
-목표
-목표달성을위한전략
-예산및실제결과및인사이트",서류전형-1차면접-2차면접-임원면접-최종합격,정규직,주5일제(10:00~19:00),서울,강남,999,"데이터분석,ga4,mmp,crm,funnel분석,코호트분석,retention,aarrr,데이터전처리,kpi지표분석,최적화,데이터시각화","논리적사고,분석적사고,문제정의,가설수립,인사이트도출","sql,python,ga4,mmp,bigquery,tableau,lookerstudio","데이터파이프라인구축,이커머스,패션이커머스,플랫폼마케팅,crm,개발,프로그래밍언어","경력,협업능력,인사이트도출,액션도출,커뮤니케이션","sql,python,java,seo,sem",이커머스,2015,160,"4,999",중소기업,비상장,521.7억,nan,"즉시지원,홈페이지지원",2.7,2.8,2.4,2.6,2.8,2.4,41,47,38,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,결혼기념일

커피

교육비

수평적조직

동호회

안마의자

리프레시휴가

연봉업계평균이상

51~300명

설립4~9년

퇴사율5%이하

판매,유통",76,25,https://www.wanted.co.kr/wd/210200,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
18,18,원티드,데이터분석가,띵스파이어,머신러닝개발자-dl/ml기반데이터분석,머신러닝개발자,상시채용,1,3,7,"[우대]관련석사,박사",컴퓨터사이언스및빅데이터분석,999,999,정규직,999,서울,용산,999,"dl,ml,모델링,모델개발능력,과학계산용라이브러리활용능력",경력3년,"python,tensorflow,keras,pytorch","제조,물류,ai,통계,통계적분석,시계열분석,이상탐지,신호처리,특성인자엔지니어링,데이터정규화,모델링,모델최적화,하이퍼파라미터튜닝,java프로그래밍,심층신경망,머신러닝,딥러닝,개발,프로그래밍언어,예측모델링","제조,물류분야경험,관련전공,석사,박사,ai경험,인사이트도출,액션도출,새로운도메인학습",999,응용소프트웨어개발,2014,24,"5,376",중소기업,999,"29억5,605만원",nan,999,4.0,3.6,3.8,3.4,3.6,3.2,80,100,60,"연봉업계평균이상,퇴사율10%이하,요즘뜨는산업,교육비

식비

인공지능

연봉상위11~20%

50명이하

설립10년이상

퇴사율5%이하

it,컨텐츠",5,2,https://www.wanted.co.kr/wd/207290,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,원티드,데이터분석가,펑타이그레이터차이나(피티코리아),데이터분석,데이터분석가,2024.4.15,1,3,7,대졸(4년),nan,999,서류합격여부통보:지원서순차적확인후개별통보,정규직,선택적시간근무제(코어타임),서울,강남,999,"데이터추출,데이터분석,로그데이터,통계","원활한커뮤니케이션,인사이트도출,경력3~7년","adobeanalytics,msoffice,r,python,sql,spss","app/web서비스데이터,데이터시각화,대시보드구축",영어로소통,"googleanalytics,microsoftoffice,excel",마케팅,2013,685,"4,669",중소기업,999,"940억5,063만원",nan,999,3.2,2.9,3.0,3.5,2.8,2.6,54,55,24,"연봉업계평균이상,지속성장중인기업,일한만큼받는보상,건강검진

교육비

성과급

복지포인트

통신비

연봉업계평균이상

인원급성장

301~1,000명

설립10년이상

it,컨텐츠",320,400,https://www.wanted.co.kr/wd/176329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,원티드,데이터분석가,반프,r&d/datascientist&dataanalyst,"데이터분석가,데이터사이언티스트",상시채용,1,3,10,석사,nan,999,999,정규직,999,서울,강남,999,"데이터과학,머신러닝,모델링,클라우드기반데이터,프로그래밍언어","인사이트도출,석사학위,경력3년","python,scikit-learn,pytorch,webapplication,android","프로그래밍언어,센서데이터,neuralnetwork최적화","센서에대한이해,gps,imu,edgedevices배포경험","python,c/c++,c#,javascript,fft",모빌리티,2021,20,"5,067",중소기업,999,"1억2,316만원",nan,999,4.7,4.2,4.7,4.2,4.7,4.7,100,100,100,"다양한근무지원제도운영,결혼기념일

커피

간식

도서구매비

교육비

유연근무

식비

it,컨텐츠",8,17,https://www.wanted.co.kr/wd/193901,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,"원티드,링크드인",데이터분석가,쿠팡,seniordataanalyst(cxproduct)/seniordataanalyst(corecxproductanalytics),데이터분석가,상시채용,1,5,20,999,nan,999,•서류전형-쿼리테스트-1차화상면접-2차화상면접-최종합격,정규직,풀타임,서울,송파,999,"비즈니스분석,데이터분석,데이터사이언스,모델링,차원모델링,빅데이터,데이터시각화,통계","분석적사고,디테일,비즈니스감각,효율적,빠르고역동적인환경,멀티테스킹역량,학사,경력3년","sql,hql,etl,hadoop,spark,presto,excel,tableau,powerbi","통계,통계적분석,데이터시각화,머신러닝,모델링,딥러닝,a/b테스트","관련전공,석사,박사,mba","python,r,sas,hive,presto,airflow,ableau,qlik,looker,powerbi",이커머스,2013,10485,"4,898",대기업,999,20.3조,nan,999,3.2,3.0,3.1,3.2,2.8,2.7,47,57,43,"연봉업계평균이상,수평적인기업문화,퇴사율10%이하,스타트업

연봉업계평균이상

10,001명이상

설립10년이상

퇴사율5%이하

it,컨텐츠",12878,5708,"https://www.wanted.co.kr/wd/200992,https://linkedin.com/jobs/search/?currentjobid=3826299130&distance=25&geoid=105149562&keywords=data%20analyst&origin=jobs_home_keyword_history&refresh=true",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,22,원티드,데이터분석가,우아한청년들,딜리버리인사이트데이터분석가(businessanalyst),데이터분석가,상시채용,1,5,10,[우대]관련학사,데이터분석/통계/수학,999,"채용프로세스상서류전형이후부터는우아한청년들채용시스템을통해서면접전형이진행됩니다.
-서류전형합격시우아한청년들인재영입사이트지원서등록절차가진행됨을사전에안내드립니다.",정규직,999,서울,송파,999,"데이터분석,비즈니스분석,데이터시각화","논리적사고,커뮤니케이션,액션플랜도출,경력5년","sql,bi","데이터분석,통계,수학,지표설계데이터시각화","협업능력,커뮤니케이션,인사이트도출,관련전공","tableau,redash,python,sql",이커머스,2015,1525,"2,914",중소기업,999,"1조1,296억7,493만원",nan,999,3.3,2.8,3.4,2.8,2.8,2.8,45,58,39,"지속성장중인기업,다양한근무지원제도운영,재택근무,재택근무

복지포인트

노트북

인원급성장

1,001~10,000명

설립4~9년

주35시간

물류,운송",2125,2280,https://www.wanted.co.kr/wd/214700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,원티드,데이터분석가,바이온사이트,datascientist,데이터사이언티스트,상시채용,1,3,10,999,nan,999,999,정규직,999,서울,성동,999,"데이터분석,데이터정제,데이터추출,모델링,성능평가,데이터가공","커뮤니케이션능력,트렌드,학습과성장,경력1년,신약개발및단백체학분야에대한관심","python,r","신약개발,화학,생물학,데이터분석,모델링,질량분석(ms),연구개발,머신러닝,딥러닝","영어로소통,커뮤니케이션","linux,git,docker",의료,2020,13,"4,256",중소기업,999,999,nan,999,999.0,999.0,999.0,999.0,999.0,999.0,999,999,999,"수평적인기업문화,다양한근무지원제도운영,요즘뜨는산업



,유연근무

스타트업

전문연구요원

인공지능

it,컨텐츠",6,10,https://www.wanted.co.kr/wd/167495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,원티드,데이터분석가,미라파트너스,벤처캐피탈및스타트업분야데이터분석가,데이터분석가,상시채용,1,5,10,999,nan,999,999,정규직,999,서울,강남,999,"데이터처리지식,데이터분석","커뮤니케이션,방향성제시,인사이트도출,통찰력,개발지식","sql,dbms",999,"인사이트도출,경영및투자경험,스타트업경험",999,컨설팅,2011,26,"4,705",중소기업,999,"19억1,608만원",nan,999,1.0,1.0,1.0,1.0,1.0,1.0,999,999,999,"연봉업계평균이상,일한만큼받는보상,수평적인기업문화,생일선물

커피

음료

간식

건강검진

수평적조직

성과급

스톡옵션

통신비

연봉업계평균이상

50명이하

설립10년이상

퇴사율5%이하

기타서비스업",23,22,https://www.wanted.co.kr/wd/203276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,원티드,데이터분석가,우아한청년들,딜리버리사업관리데이터분석가(businessanalyst),데이터분석가,상시채용,1,5,10,999,nan,999,"채용프로세스상서류전형이후부터는우아한청년들채용시스템을통해서면접전형이진행됩니다.
-서류전형합격시우아한청년들인재영입사이트지원서등록절차가진행됨을사전에안내드립니다.",정규직,999,서울,송파,999,"데이터분석,비즈니스분석,문서","커뮤니케이션,인사이트도출,경력5~10년",sql,"문서활용,데이터시각화,대시보드구축,데이터분석",999,"tableau,redash,zeppelin,bi,python,r,google",이커머스,2015,1525,"2,914",중견기업,999,"1조1,296억7,493만원",nan,999,3.3,2.8,3.4,2.8,2.8,2.8,45,58,39,"지속성장중인기업,다양한근무지원제도운영,재택근무,재택근무

복지포인트

노트북

인원급성장

1,001~10,000명

설립4~9년

주35시간

물류,운송",2152,2280,https://www.wanted.co.kr/wd/209965,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
