,Unnamed: 0,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,포지션 세부 ,마감일,상시 채용 여부,work_min,work_max,degree,학력 세부정보,스킬,제출서류,채용절차,채용형태,채용형태_전처리,채용형태_전처리 세부,급여,근무시간,근무장소,근무장소 시,근무장소 구,경기도 구 ,근무형태,주요업무,인재상,자격요건,Hard Skill,Soft Skill,Tool,우대사항,hard plus,soft plus,tool plus,복지,기업소개,표준산업분류,주요사업,주요사업.1,산업군,산업군 전처리,설립,사원 수,기업 평균 연봉,기업유형,기업 유형 전처리,기업 유형 전처리 _세부,매출액,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크
0,0,원티드,데이터분석가,제네시스랩,datascientist,데이터사이언티스트,nan,상시채용,1,3,15,999,nan,999,자유이력서(형식무관),•서류전형▷ai영상면접(뷰인터hr)▷과제(필요시)▷인터뷰▷평판조회/처우협의▷입사,"•정규직(수습기간3개월)
•수습기간내급여100%지급",정규직,수습3개월,999,999,"서울중구명동길73,5층",서울,중,nan,999,"•ai기술에기반한hranalytics
•딥러닝모델추론결과분석을통한모델성능향상기여
•실제서비스에대한growthhacking
•수집된영상,음성,텍스트데이터분석
•ai데이터수집파이프라인설계
•내부시스템을이용한데이터관리
•데이터태깅및annotator할당및관리",nan,"관련업무3년이상경력자(또는이에준하는실력을겸비하신분)
•통계분석/데이터마이닝/ml/dl에대한이해도가높으신분
•python을이용한데이터분석이가능하신분
•딥러닝학습을위한영상,음성,텍스트등데이터전처리작업이가능하신분
•데이터를직접보고분석하는작업에대해가치를가지시는분
•데이터보안에대한이해도가높으신분","통계분석,데이터마이닝,머신러닝,딥러닝,영상데이터,음성데이터,텍스트데이터,데이터보안,데이터전처리",분석적사고,python,"딥러닝추론결과를분석하여모델성능향상에기여한경험이있으신분
•ai기술에대한관심이높으신분
•데이터수집에대한설계경험이있으신분
•코드품질에대한집착이있으신분","딥러닝,딥러닝추론결과분석경험,모델성능향상,ai,데이터수집,데이터수집설계,코드품질개선",ai관심,999,"제네시스랩은자율적이며,생산력높은업무환경을조성하고자노력하고있어요.

▷자율재택근무제도상호신뢰를바탕으로한효율적업무환경
▷멤버모두‘님’호칭을통한수평적조직문화(대표이사포함=영복님)

[업무제도및지원]
•업무관련도서구매비지원
•세미나,강의,온라인매거진,웹사이트구독비용등교육비지원
•효율적,생산적업무를위한saas구독지원

[업무환경]
•자율재택근무운영
•유연근무제도운영(선택적근로시간제,재량근로제)
•최신식it장비지원
•시간차휴가사용(시간차,반차,연차)
•이벤트휴가지원(생일,건강검진등)
•아름다운명동성당뷰

이외에도당연하고소소한복지들을함께운영하고있어요.
또멤버들에게더와닿는지원이무엇인지항상고민중입니다.","제네시스랩은[인간에대한깊은이해와공감]을바탕으로,ai기술을통한인류의삶의질을향상시킬수있는서비스개발에집중하고있어요.

[뷰인터hr]:ai영상면접솔루션
•사람보다높은객관성으로면접자의성향과업무적합도등분석
•회사별맞춤질문설정,면접관평가등유연한서비스환경제공

[쥬씨(zuicy)]:실시간참여형영상콘텐츠플랫폼
•interactiveai기술을이용한몰입감높은컨텐츠
•사용자와콘텐츠가하나가되는경험제공

[닥터리슨(dr.listen]:정신건강자가평가플랫폼
•서울대학교병원정신건강의학과전문의공동개발
•편하고간단한마음건강및생활습관종합적케어서비스","컴퓨터시스템통합자문,구축및관리업",ai영상면접및ai인공지능관련기술서비스,"ai기술을활용한서비스개발(뷰인터hr,쥬씨,닥터리슨)","헬스케어,소프트웨어",제조,2017,70,"5,663",스타트업,스타트업,999,20억원,999,3.6,3.3,4.1,3.6,3.2,3.5,72,73,62,"연봉업계평균이상,지속성장중인기업,일한만큼받는보상,건강검진

도서구매비

교육비

재택근무

상여금

인공지능

연봉상위11~20%

인원급성장

51~300명

설립4~9년

퇴사율6~10%

전문,과학기술",22,26,https://www.wanted.co.kr/wd/106376
1,1,원티드,데이터분석가,에어프레미아랩스,dataanalyst,데이터분석가,nan,2024.4.14,0,5,6,999,nan,999,999,999,정규직,정규직,999,999,999,서울특별시영등포구여의도동,서울,영등포,nan,999,"데이터에기반한비즈니스인사이트및전략적방향성을제안합니다
-다양한유관부서와소통하며데이터활용니즈를발굴하고능동적으로업무를추진합니다
-자체웹/모바일서비스뿐아니라third-party소프트웨어를포함한다양한소스로부터수집되는데이터를이해하고,쉽게활용할수있도록데이터마트를설계하고직접구축합니다
-기본적인웹서비스데이터분석과a/b테스트진행부터웹서비스보다넓은범위의데이터를활용한고도화된비즈니스데이터분석까지다양하게문제를정의하고data-driven의사결정을돕습니다",nan,"5년이상의데이터분석업무경험혹은그에준하는역량이있으신분
-데이터기반으로서비스의품질및성과향상에기여한경험이있으신분
-다양한직군의실무자및경영진에맞게데이터에기반한커뮤니케이션이가능하신분
-논리적사고를바탕으로호기심을질문으로바꾸고유의미한답을찾아전달할수있는분
-sql과python을활용한데이터추출/가공/분석이능숙하신분","데이터전처리,데이터분석업무경험","경력5년,데이터에기반한커뮤니케이션,논리적사고,질문","sql,python","a/b테스트기반가설검증경험이있으신분
-bitool(tableau,lookerstudio등)을이용해대시보드를개발해보신분
-데이터마트를기획/설계하고,airflow등을활용하여데이터파이프라인을직접구축해보신분
-새로운도메인에대해열정적으로학습하고도메인지식에기반한비즈니스임팩트를전달하고자하시는분
-데이터품질/활용도향상을위해고민하고기술적또는조직적차원의개선을실행해보신분","a/b테스트,bitool,데이터시각화,대시보드구축,데이터마트,데이터마트설계,airflow,딥러닝,데이터파이프라인구축,데이터품질향상","새로운도메인,학구심,도메인지식,비즈니스임팩트,인사이트도출,액션도출,조직적/기술적개선",999,"최고급디바이스제공(맥북프로혹은이에준하는기기),테스크테리어비용30만원제공(3년주기)
•자기개발을위한서적,온라인강의,컨퍼런스(국내)제공
•주기적인건강검진지원
•자사항공기의본인및직계가족탑승지원","에어프레미아는벤처캐피탈,사모펀드,기관투자자등으로부터누적2700억원의투자를유치한국내유일의중장거리전문스타트업항공사입니다.대기업계열의항공사들만존재하던미주,유럽등5시간이상의중장거리노선을중심으로취항하며시장에변혁을만들어나가고있습니다.

에어프레미아는최신기술을적극적으로활용하고불필요한서비스를제거하여,기존fsc(fullservicecarrier)대비더넓은좌석을제공하는등합리적인가격으로양질의서비스를제공하며경쟁력을키워나가고있습니다.

2022년본격적으로운항을시작하여la,뉴욕,프랑크푸르트,도쿄,방콕등에취항하고있습니다.최신항공기종을도입함으로써h/w면에서높은만족도를얻으며첫날개를폈지만,우리는여기서만족하지않고소비자와보다넓은접점을공유하는it서비스(웹,모바일,in-flightentertainment등)면에서더많은기회를포착하고있습니다.이를위해엑싯경험을가진it스타트업창업자,경쟁력있는다양한스타트업및it기업출신의팀원들이모여neoairline을만들어가고자합니다.

#labs는aviationtechnologyinnovation을담당하는에어프레미아의핵심계열사입니다

에어프레미아랩스가관심을가지고있는항공산업의흐름은'서비스의평준화'입니다.ulcc(ultralowcostcarrier)와meta(스카이스캐너와같은가격비교서비스)로대변되는가격중심의서비스들이성장하며최근항공사들은항공서비스의차별화보다는단순히가격으로경쟁해오고있습니다.이는제품의수명주기이론상시장성숙도가높아지고공급자들의수준이평준화되며나타나는당연한현상이라고볼수도있습니다.

하지만이렇게성숙한시장에서도,새로운경쟁요소를던지고시장의성숙도를마치초기와같이돌려놓는스타트업들을우리는보아왔습니다.모두가이미성숙한시장이라고생각하고가격과마케팅경쟁만이루어지던금융업(toss,카카오뱅크)에서도,이커머스(쿠팡)에서도변화는발생했고항공업에도이러한기회가다가오고있다고믿습니다.",시스템ㆍ응용소프트웨어개발및공급업,999,항공운송서비스제공,항공및여행,항공,2017,343,"5,852",중소기업,중소기업,999,999,999,999.0,999.0,999.0,999.0,999.0,999.0,999,999,999,"수평적인기업문화
,스타트업

it,컨텐츠",1,25,999
2,2,"원티드,잡코리아",데이터분석가,매드업,[광고사업부]데이터분석가,데이터분석가,nan,2024.5.1,0,3,7,대졸(4년),nan,"git,googleanalytics,keras,pytorch,tensorflow,tableau,powerbi,lookerstudio,generativeai","이력서,포트폴리오",서류전형＞1차인터뷰＞2차인터뷰＞처우협의및채용확정,정규직(수습3개월),정규직,수습3개월,회사내규에따름,"주5일(월~금)09:00~18:00
탄력근무제",서울특별시서초구서초대로74길4삼성생명서초타워20층,서울,서초,nan,999,"•고객의중요한비즈니스문제를데이터를사용하여해결하고인사이트추출
•고객및내부/외부이해관계자와협력하여고객의비즈니스요구에맞는분석제공
•팀의목표달성과고객의문제를효율적으로해결하기위한새로운기술적접근방법연구및개발
(통계적접근방식,알고리즘,ml/dl,생성형ai도구들을활용하여업무자동화프로젝트참여)
•생성형ai언어모델을활용한데이터분석,이미지,영상생성프롬프트개발
•모델응답에서의편향이나부정확성을식별하기위한엄격한테스트수행
•프롬프트엔지니어링및파인튜닝프로세스등에대한문서화작업
•non-technical청중(사내마케터/고객사등)을대상으로한분석결과설명및비즈니스가치전달",nan,"•데이터중심의작업환경에서3년이상의경력을보유하신분
•주요머신러닝및딥러닝프레임워크에대한이해가깊으신분(pytorch,tensorflow,keras등)
•협업개발툴(git)사용경험이있으신분
•가설검정,회귀와인과관계및상관관계분석등의기법을활용하여실무레벨의문제해결경험이있으신분
•chatgpt,stablediffusion,midjourney,gemini등다양한생성형ai모델의프롬프트엔지니어링경험을가진분
•우수한분석및문제해결능력을갖추고있으며,실질적인통찰력을제공할수있으신분
•새로운기술,트렌드에관심이많은분
•창의적으로사고하고다양한방식으로문제를해결하실수있는분
•동료들과원활한커뮤니케이션및협업이가능한분","머신러닝,딥러닝,프레임워크,협업개발툴,데이터분석기법,가설검정,회귀,인과관계,상관관계분석,생성형ai,프롬프트엔지니어링","협업,분석및문제해결능력,새로운기술,창의적사고,커뮤니케이션,통찰력,경력3년","tensorflow,kersas,pytorch,chatgpt,stablediffusion,midjourney,gemini,git","•mobilemeasurementplatforms,구글애널리틱스,어도비애널리틱스,sql데이터베이스,crm데이터베이스중1개이상의데이터수집,분석경험이있으신분
•tableau,powerbi,lookerstudio등데이터시각화도구사용경험이있으신분
•computerscience,ai또는관련분야에서학사또는석사학위를취득하신분
•개발프로젝트또는생성형ai개발에참여한경험이있으신분","mobilemeasurementplatforms,데이터베이스,데이터시각화,ai개발,crm데이터베이스","컴퓨터과학학위,ai학위,개발프로젝트","googleanalytics,adobeanalytics,sql,tableau,powerbi,lookerstudio","•함께하는성장을위하여
-직무별실무교육및스터디지원
-외부교육및컨퍼런스참가지원
-업무관련도서및구독매체무한지원
-맞춤형파이썬교육
-영어번역·작문튜터서비스
-지식공유를위한테크톡(techtalk)진행
-리더쉽역량강화(외부강사초빙,참여형교육등)

•자율과책임에대한존중
-8-11시사이유연한출근
-정상근무시한달에3회자유로운재택근무
-코로나기간중전사/부분재택으로재량운영중(1년이상재택유지중)
-인근근무및야외근무가능

•열심히일한자,특별하게떠나라!
-4일연속해서쓰면하루더받는원스어게인휴가
-3,5,7,9년만근시최대20일의유급휴가와150/300만원의휴가비지원

•따뜻한매드업라이프
-사내추천시최대1천만원추천비지급
-프로의향기가느껴지는웰컴박스제공
(환영의편지,매드러너가이드북,다이어리,볼펜,텀블러,에코백,핸드폰충전기,후드집업)
-자유롭게사용가능한팀활동비지원
-다양한사내동아리활동비지원
-온보딩을위한버디프로그램및5만원활동비지원

•효율적인업무환경
-원하는pc및장비로업무환경세팅
-개발,디자인직군전원맥북지급

•구성원의행복을위하여
-반기별ps제공
-매월10만원상당의복지포인트지급
-생일,1년만근,사내강사및tf활동시복지포인트추가지급
-생일자2시간조기퇴근
-백신휴가,졸업휴가,창립기념휴가등연차외다양한휴가
-구성원본인및부모님명절선물제공
-최대1억한도주택자금대출이자지원(직책,근속별차이)
-건강검진비용전액지원
-승진축하포상으로100~400만원상당상품권및선물지급
-즐거운회사생활을위한다양한spotevent
(방문테라피스트,할로윈행사,복날이벤트,배달쿠폰지급,연말선물등)
-최신커피머신부터다양한간식과음료제공","＞매드업은기술을기반으로디지털마케팅시장을이끌어갑니다.

웹과앱을사용한다면누구나하루에도몇번씩디지털마케팅을마주하게됩니다.2021년기준약8조원,그리고앞으로도폭발적으로확대될디지털마케팅시장의핵심은바로기술과데이터에있습니다.

매드업은디지털마케팅시장을혁신하고고객을성공으로이끈다는미션아래,기술과데이터기반의마케팅솔루션을제공하며여러성공사례를만들어가고있습니다.아울러,마케터의디지털마케팅역량향상과리소스관리에도움을줄수있는프로덕트를개발하고공급하여디지털마케팅전반을혁신하고자합니다.

＞매드업은조직안팎으로빠르게성장하고있습니다.

foryourinnovativegrowth,매드업에게성장은가장중요한핵심가치중하나입니다.매드업은구성원과회사,클라이언트의동반성장을지향하며,여러가지방식으로성장을실현하고있습니다.매년2배이상씩성장하는광고취급고와다양한산업군별탑티어클라이언트레퍼런스는매드업과구성원들이만들어낸성장의결과라할수있습니다.

매드업의이러한잠재력을조직외부를통해서도증명하고있습니다.2016년시리즈a투자를시작으로최근pre시리즈c브릿지라운드를통해누적투자액310억을확보하였습니다.2022년6월,중소기업벤처부주관예비유니콘기업으로선정되며매드업의혁신적인성장을대외적으로인정받고있습니다.

[데이터컨설팅팀]

데이터컨설팅팀은martech(marketing+tech)와data로고객사의성공을돕는조직입니다.데이터를활용하기위한인프라구축서포트부터고객사의데이터분석,crm및mmp컨설팅데이터시각화,운영까지포괄합니다.
디지털마케팅의핵심조직을만들어갈구성원을기다립니다.

•growth
1stparty데이터및crm을활용하여디지털마케팅의시너지를창출합니다.solution-based컨설팅과운영을통해고객사의비즈니스운영을지원하며,고객사의목표를달성하기위한전략과실행에주력하고있습니다.
-그로스컨설팅:고객사의운영을최적화하기위해솔루션기반의컨설팅을수행합니다.프로세스향상을통해효율성을향상시키며고객사의성공에기여합니다.
-디지털마케팅-crm:1stparty데이터를통한고객의행동을분석하고디지털마케팅과연계운영하여crm과퍼포먼스효과를극대화합니다.

•data
데이터분석과자동화,그리고생성형ai프로젝트에참여하여고객의성공을위한핵심역할을수행합니다.데이터를효과적으로분석하고최신기술을활용하여고객사의성공에기여합니다.
-데이터통합및분석:다양한데이터소스를통합하고수집,정제하여중요한인사이트를도출합니다.이를통해고객사의비즈니스의사결정을지원하고성과를개선합니다.
-자동화및생성형ai등의프로젝트:비즈니스프로세스의효율성을향상시키고새로운기회를발견합니다.

[성장포인트]
-업계리딩스타트업부터대기업까지,it/서비스업부터제조업까지다양한규모와산업군의고객데이터와도메인을경험
-데이터및최신기술을활용하여고객사의성장과운영효율성을향상시키기위한전략수립과실행
-고객사서비스의심도있는분석을통해디지털마케팅,crm영역에서의실험설계와세그먼트를제안하고효과를검증
-직급,직책에제한되지않는자유로운의견공유와프로젝트참여
-스크럼,스프린트를통한애자일문화",시스템ㆍ응용소프트웨어개발및공급업,"모바일마케팅서비스,애드네트워크",디지털마케팅솔루션제공,정보기술(it),마케팅,2015,264,"4,562",벤처기업(비상장),벤처기업,비상장,337억,홈페이지지원,3.3,3.4,2.2,3.4,3.6,3.0,55,64,50,"연봉업계평균이상,지속성장중인기업,수평적인기업문화,커피

음료

간식

건강검진

스터디지원

재택근무

스타트업

복지포인트

연봉업계평균이상

51~300명

설립4~9년

퇴사율5%이하

누적투자100억이상

it,컨텐츠",131,113,https://www.wanted.co.kr/wd/213293
3,3,원티드,데이터분석가,이글루코퍼레이션,데이터분석엔진개발,데이터분석엔진개발,nan,2024.4.30,0,6,10,대졸(4년),nan,999,999,999,정규직,정규직,999,999,999,서울송파구문정동정의로8길7한스빌딩㈜이글루코퍼레이션,서울,송파,nan,999,"•etl,cep",nan,"학력:초대졸이상
•경력:6년이상
•java활용이가능한자
•opensource활용프로젝트경험보유자
•datawarehouse설계,인프라구축등엔지니어링경험보유자
•해외여행에결격사유가없는자","데이터웨어하우스설계,인프라구축,데이터엔지니어링경험",경력6년,java,"kubernetes,kafka활용프로젝트유경험자
•in-memory/rdb/nosql유경험자
•etl,cep유경험자",999,999,"kubernetes,kafka,in-memory,rdb,nosql,etl,cep","임직원건강관리지원제도
-임직원단체보험가입(보장성,일반형)
-종합검진제도시행(특정직급이상)
•학자금지원제도
-학위취득장려금제도(석사/박사)
•포상제도
-장기근속포상제도,우수사원표창제도,특허개발포상제도,인재추천포상제도
•회사콘도지원제도
-회사명의의콘도이용
•동호회지원제도
-건전한취미활동및진목도모를위한동호회활동비지원
•경조사지원제도
-경조휴가,경조금,경조화환등
•근무환경지원
-유연근무제도입,연구개발본부재량근무제(자율출퇴근제)시행
•기타복리후생제도
-4대보험법정보험가입
-가족수당지급
-통신비일부지원","세계보안을지키는글로벌정보보안기업이글루코퍼레이션

이글루코퍼레이션(대표이득춘)은글로벌정보보안기업을목표로1999년11월설립되었습니다.
이글루코퍼레이션은기업의업무환경,업무수행방식의혁신을앞당기고보안성을강화할수있는핵심기술을구현하는데매진하며국내siem(통합보안관제)시장을개척하고이끌어왔습니다.

이글루코퍼레이션은국내외선도기업과의협력을통해미래성장동력확보에도총력을기울일계획입니다.
국내를넘어글로벌을대표하는정보보안선도기업으로도약을꿈꾸는당사의비전과목표를함께할훌륭한인재를찾습니다.",시스템ㆍ응용소프트웨어개발및공급업,"정보서비스(통합보안관제서비스,통합보안관리솔루션)",정보보안솔루션제공,정보기술(it),정보보안,1999,"1,064","4,750",중견기업,중견기업,999,1030억,999,2.7,2.2,2.8,2.5,2.7,2.1,28,28,8,",단체보험

유연근무

동호회

통신비

연봉업계평균이상

인원급성장

1,001~10,000명

설립10년이상

퇴사율6~10%

it,컨텐츠",250,312,https://www.wanted.co.kr/wd/205486
4,4,"원티드,사람인",데이터분석가,빗썸코리아,데이터분석개발자,데이터분석개발자,nan,상시채용,1,4,12,대졸(4년),nan,"aws,bigdata,python,spark,r",이력서,•서류전형＞1차기술인터뷰＞2차임원인터뷰＞최종합격,정규직수습기간3개월,정규직,수습3개월,회사내규에따름,주5일(월~금),"서울시강남구테헤란로124,삼원타워14~18f",서울,강남,nan,999,"on-premise데이터시스템구축및관리
•클라우드기반데이터시스템iaas/paas구축및관리
•가상자산관련데이터수집,가공및시각화
•데이터서비스분석및설계,개발,관리
•데이터서비스환경고도화",nan,"•4년이상의금융(가상자산포함)혹은대형플랫폼데이터관련업무경력이있으신분
•학사이상의학력을보유하신분
•데이터구조의설계와구축경험이있으신분
•대용량트래픽시스템구축및운용경험이있으신분
•개발조직및기획자협업을통한데이터설계,구축및서비스관리경험이있으신분","대형플랫폼데이터,데이터구조,대용량트래픽시스템,데이터설계,구축,서비스관리","개발조직협업,금융산업경력",없음,"•데이터파이프라인구축경험이있으신분
•웹크롤링/restfulapi경험이있으신분
•문제분석과해결에대한적극적마인드를보유한분
•고객중심사고,데이터기반의사결정에익숙한분
•다양한직군과의협업과커뮤니케이션이능숙한분
•관련전공자이신분","데이터파이프라인구축,웹크롤링,restfulapi","관련전공,고객중심사고,데이터기반의사결정,협업능력,커뮤니케이션",999,"업무에몰입할수있는환경을조성합니다.]

•비포괄임금제|일한만큼받습니다.초과근무시1분단위수당으로보상합니다.
•선택적근로시간제|출퇴근시간을본인이선택하여복잡한출퇴근길을피할수있습니다.
•복지포인트연간840만원지급|항목에상관없이자유롭게사용가능한복지포인트를연간840만원지원합니다.
•출퇴근교통비지원|야간/휴일근무시카카오t비즈니스를이용하여편하게출퇴근합니다.


[구성원의편리한생활을지원합니다.]

•삼시세끼제공
-조식:샌드위치,샐러드등간단하고건강한메뉴들이매일다양하게준비되어있습니다.
-중식:비싼강남물가에맞게!연봉에포함되지않는식대를월22만원지급합니다.
-석식:퇴근이늦어질경우,저녁식사비로식권대장포인트12,000원지급합니다.
-휴일:휴일근무시에는점심/저녁식사비로식권대장포인트를끼니당18,000원씩지급합니다.
•간식·음료무제한스낵부스운영|과자류,간편식뿐만아니라유산균이나홍삼같은건강식품까지제공합니다.
•장부식당운영|빗썸직원들과의저녁모임시,고기·호프·치킨집등제휴된식당을자유롭게이용할수있습니다.
•주택자금대출|주택매매/임차시최대5년간1억원까지무이자로지원합니다.
•자녀학자금|유치원·어린이집240만원,초/중/고등학교180만원,대학교1,000만원까지연단위로지원합니다.
•기념일선물|명절·연말·생일·어버이날에는한우,카네이션,기프트카드등다양한선물을나눕니다.


[구성원개개인의성장을돕습니다.]

•역량향상교육|직무·역량개발을위한교육이라면얼마든지지원합니다.
•외국어교육|직원들의외국어능력신장을위해외국어교육을지원합니다.
•도서구매|빗썸직원이라면업무에필요한도서를무제한구매할수있습니다.
•사내도서관운영|매월신간이30권씩입고되는사내도서관을운영합니다.


[본인과가족들의건강걱정을덜어드리고퀄리티높은휴식을보장합니다.]

•건강검진|본인·배우자·자녀·부모님에게프리미엄건강검진을제공합니다.한방특화검진도가능합니다.
•단체상해보험|임직원들의병원비부담을덜어내는단체상해보험가입을지원합니다.
•사내동호회활동지원|빗썸의다양한사내동호회를인당2개까지가입할수있습니다.
•리조트·콘도지원|아난티·소노인터내셔널등국내유명휴양콘도숙박을지원합니다.","세상의모든가치가거래되는곳,
대한민국대표가상자산거래소빗썸에서함께성장할동료를찾고있습니다.

빗썸은매일82만명이방문하고하루평균약2조2천억원에달하는가상자산이거래되는,그리고월렛(wallet)과대체불가능토큰(non-fungibletoken,nft),메타버스(metaverse)등의기술을바탕으로블록체인기반의암호화폐생태계를선도하고있는대한민국최고의가상자산거래소입니다.

대용량트래픽을안정적으로처리할수있는고성능거래체결엔진을바탕으로투명하고공정한검증을거쳐상장된가상자산과nft를포함한다양한블록체인기반콘텐츠상품군을통해이용자에게최적의트레이딩서비스를제공하는것을목표로,빗썸은오늘도빠르게성장하고있습니다.

빗썸의미래와함께성장할도전적인인재,멋진우리의동료를기다립니다.
디지털금융을이끄는전세계거래량1위가상자산거래소",통신판매업/전자상거래소매업,"전자상거래/여신금융/소프트웨어개발,공급,정보서비스",가상자산거래소운영,금융,금융,2014,395,"9,928",중소기업,중소기업,999,1조원,점핏에서지원,3.2,4.0,2.8,2.7,3.2,2.5,51,43,40,"연봉업계평균이상,지속성장중인기업,퇴사율10%이하,어린이집

음료

샐러드

간식

건강검진

동호회

복지포인트

연봉상위1%

인원급성장

301~1,000명

설립10년이상

퇴사율6~10%

it,컨텐츠",85,105,https://www.wanted.co.kr/wd/214874
